No,id,nama_perusahaan,status_kepemilikan,kelompok_jasa,bidang_jasa,kemampuan_jasa,sub_kemampuan_jasa,peringkat,kategori_keberpihakan,status_audit,provinsi,kabupaten
1108,2786,PT  PATRA INSPEKTINDO PRATAMA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis, Pengujian Teknis,Pengujian Tak Merusak (Non Destructive Testing),2,Tinggi,Sudah Verifikasi,Banten,Tangerang
1109,2787,WINTERMAR GEO OFFSHORE,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Penyewaan Pengangkutan,Angkutan  Laut,Landing Craft Tank /LCT,1,Tinggi,Belum Verifikasi,DKI Jakarta,Kota Jakarta Barat
1110,2788,PT Maharani Prima,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Mekanikal & Elektrikal,Jaringan Transmisi Dan Distribusi Tenaga Listrik,1,Tinggi,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1111,2789,PT Multi Solusi Enjinering,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Penelitian Dan Pengembangan,Studi Kelayakan,Perekayasa Teknik Non Konstruksi,2,Tinggi,Sudah Verifikasi,Banten,Kota Tangerang Selatan
1112,2790,PT LAMINAR MULTI KENCANA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pengoperasian Dan Pemeliharaan,Jasa Perbaikan Peralatan,Peralatan Katup,1,Rendah,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1113,2791,PT PRASIDA ARTA BEGJA KAMAYANGAN,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pekerjaan Paska Operasi,Rehabilitasi Lingkungan,Rehabilitasi Lingkungan Fasilitas Produksi Minyak Dan Gas Bumi,3,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Utara
1114,2792,PT RIFANSI DWI PUTRA,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Sipil,Irigasi Dan Drainase,1,Tinggi,Belum Verifikasi,Riau,Kota Pekanbaru
1115,2792,PT RIFANSI DWI PUTRA,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Bangunan Gedung,Jasa Pelaksana Konstruksi Bangunan Gudang Dan Industri,1,Tinggi,Belum Verifikasi,Riau,Kota Pekanbaru
1116,2792,PT RIFANSI DWI PUTRA,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Mekanikal & Elektrikal,"Instalasi Thermal, Bertekanan, Minyak, Gas, Geothermal ",1,Tinggi,Belum Verifikasi,Riau,Kota Pekanbaru
1117,2792,PT RIFANSI DWI PUTRA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Pengelolaan Limbah Pemboran Dan Produksi,Pengelolaan Limbah Pemboran,Pengelolaan Limbah Lumpur Pemboran,1,Tinggi,Belum Verifikasi,Riau,Kota Pekanbaru
1118,2793,PT Brylian Indah,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis,Inspeksi Teknis   ,Inspeksi Teknis Instalasi Pemboran (Rig),3,Tinggi,Sudah Verifikasi,Sumatera Selatan,Kota Prabumulih
1119,2793,PT Brylian Indah,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis,Inspeksi Teknis   ,Inspeksi Teknis Pesawat Angkat,3,Tinggi,Sudah Verifikasi,Sumatera Selatan,Kota Prabumulih
1120,2793,PT Brylian Indah,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis, Pengujian Teknis,Pengujian Tak Merusak (Non Destructive Testing),3,Tinggi,Sudah Verifikasi,Sumatera Selatan,Kota Prabumulih
1121,2794,PT ADI JAYA TEKNINDO,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Bangunan Gedung,Jasa Pelaksana Untuk Konstruksi Bangunan Multi Atau Banyak Hunian,1,Tinggi,Belum Verifikasi,Kalimantan Timur,Kota Balikpapan
1122,2795,PT SEMEN PADANG,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Mekanikal & Elektrikal,"Instalasi Thermal, Bertekanan, Minyak, Gas, Geothermal ",1,Rendah,Belum Verifikasi,Sumatera Barat,Kota Padang
1123,2796,PT Moduspek Sukses Indonesia,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis,Inspeksi Teknis   ,Inspeksi Teknis Instalasi,1,Rendah,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1124,2797,PT WAHANA ASRI JAYA,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Mekanikal & Elektrikal,"Instalasi Thermal, Bertekanan, Minyak, Gas, Geothermal ",1,Tinggi,Belum Verifikasi,Banten,Tangerang
1125,2798,PT SWI Jetty Nusantara,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Sipil,Pelabuhan Atau Dermaga,1,Tinggi,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1126,2799,PT GLOBAL TRANS INSPEKSI,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis,Inspeksi Teknis   ,Inspeksi Teknis Bejana Bertekanan,2,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1127,2800,PT BERDIKARI PRIMA SENTOSA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pengoperasian Dan Pemeliharaan,Jasa Perbaikan Peralatan,Peralatan Mekanikal ,1,Tinggi,Belum Verifikasi,Riau,Kota Pekanbaru
1128,2802,PT CAST INSPECTION AND ENGINEERING BATAM,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis, Pengujian Teknis,Pengujian Tak Merusak (Non Destructive Testing),3,Tinggi,Sudah Verifikasi,Kepulauan Riau,Kota B A T A M
1129,2805,PT BANGUN SARANA SAMUDRA LAUT,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Penyewaan Pengangkutan,Floating Production Storage And Offloading (Fpso) Dan/ Atau Fso,Fso,3,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1130,2806,PT Altek Primindo,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis,Inspeksi Teknis   ,Inspeksi Teknis Bejana Bertekanan,3,Tinggi,Sudah Verifikasi,Jawa Timur,Kota Surabaya
1131,2807,SERTCO QUALITY,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis,Inspeksi Teknis   ,Inspeksi Teknis Instalasi Pemboran (Rig),2,Rendah,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1132,2808,PT Maju Mandiri Utama,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pengoperasian Dan Pemeliharaan,Jasa Pengoperasian Dan Pemeliharaan,Pengoperasian Dan Pemeliharaan Sistem Pengangkatan Buatan,3,Rendah,Belum Verifikasi,DKI Jakarta,Kota Jakarta Pusat
1133,2808,PT Maju Mandiri Utama,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pengoperasian Dan Pemeliharaan,Jasa Perbaikan Peralatan,Peralatan Pemompaan,3,Rendah,Belum Verifikasi,DKI Jakarta,Kota Jakarta Pusat
1134,2809,PT Santosa Asih Jaya,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Mekanikal & Elektrikal,"Konstruksi Perpipaan Minyak, Gas, Energi ",1,Tinggi,Belum Verifikasi,DKI Jakarta,Kota Jakarta Timur
1135,2810,PT SUNINDO PRATAMA TBK,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pengoperasian Dan Pemeliharaan,Jasa Perbaikan Peralatan,Peralatan Operasi Sumur Pemboran,2,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1136,2811,PT KINTECH JAYA INDONESIA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis, Pengujian Teknis,Pengujian Tak Merusak (Non Destructive Testing),1,Rendah,Belum Verifikasi,Riau,Kota Pekanbaru
1137,2812,PT Trijaya Global Marindo,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Penyewaan Pengangkutan,Angkutan  Laut,Tug Boat,1,Tinggi,Belum Verifikasi,DKI Jakarta,Kota Jakarta Timur
1138,2813,PT SAFEMAX INDONESIA,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Mekanikal & Elektrikal,"Instalasi Thermal, Bertekanan, Minyak, Gas, Geothermal ",1,Tinggi,Belum Verifikasi,DKI Jakarta,Kota Jakarta Timur
1139,2816,PT HULLMASTER BAHARI INDONESIA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis, Pengujian Teknis,Pengujian Tak Merusak (Non Destructive Testing),1,Rendah,Belum Verifikasi,Kepulauan Riau,Kota B A T A M
1140,2817,PT BUKIT MAKMUR MANDIRI UTAMA,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Sipil,Jembatan,1,Rendah,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1141,2818,PT INTRACODHARMA EKATAMA,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Sipil,"Jalan Raya, Jalan Lingkungan",1,Rendah,Belum Verifikasi,Papua,Sorong
1142,2818,PT INTRACODHARMA EKATAMA,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Bangunan Gedung,Jasa Pelaksana Konstruksi Bangunan Gudang Dan Industri,1,Rendah,Belum Verifikasi,Papua,Sorong
1143,2819,TIRTAAMERTA DAYAUTAMA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis,Inspeksi Teknis   ,Inspeksi Teknis Instalasi Pemboran (Rig),1,Rendah,Belum Verifikasi,Banten,Kota Tangerang
1144,2821,PT  PATRA INSPEKTINDO PRATAMA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis,Inspeksi Teknis   ,Inspeksi Teknis Instalasi Pemboran (Rig),2,Tinggi,Sudah Verifikasi,Banten,Tangerang
1145,2821,PT  PATRA INSPEKTINDO PRATAMA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis, Pengujian Teknis,Pengujian Tak Merusak (Non Destructive Testing),2,Tinggi,Sudah Verifikasi,Banten,Tangerang
1146,2823,PT SOLSTICE ENERGY SERVICES,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Penelitian Dan Pengembangan,Penelitian Laboratorium,Rekayasa Fludia Pemboran (Mud Engineering),1,Tinggi,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1147,2824,PT INTI KARYA PERSADA TEHNIK,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Terintegrasi,Industri Proses,Jasa Terintegrasi Untuk Konstruksi Fasilitas Minyak Dan Gas ,3,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1148,2824,PT INTI KARYA PERSADA TEHNIK,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Mekanikal & Elektrikal,"Instalasi Thermal, Bertekanan, Minyak, Gas, Geothermal ",3,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1149,2824,PT INTI KARYA PERSADA TEHNIK,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Sipil,Jalan Kereta Api,3,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1150,2825,PT MATRA NALURI MUDA,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Sipil,Pelabuhan Atau Dermaga,3,Rendah,Belum Verifikasi,Jawa Timur,Kota Surabaya
1151,2825,PT MATRA NALURI MUDA,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Bangunan Gedung,Jasa Pelaksana Konstruksi Bangunan Gudang Dan Industri,3,Rendah,Belum Verifikasi,Jawa Timur,Kota Surabaya
1152,2825,PT MATRA NALURI MUDA,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Mekanikal & Elektrikal,"Instalasi Thermal, Bertekanan, Minyak, Gas, Geothermal ",3,Rendah,Belum Verifikasi,Jawa Timur,Kota Surabaya
1153,2826,PT CIKAL PRIMA LESTARI,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis, Pengujian Teknis,Pengujian Tak Merusak (Non Destructive Testing),3,Tinggi,Sudah Verifikasi,Jawa Barat,Bogor
1154,2827,PT TRANS UTAMA KARGO,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pengoperasian Dan Pemeliharaan,Jasa Pengoperasian Dan Pemeliharaan,Pangkalan Logistik,1,Tinggi,Belum Verifikasi,Riau,Kota Pekanbaru
1155,2830,PT Apexindo Pratama Duta Tbk,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pemboran ,Jasa Pemboran ,Pemboran Di Daratan (Onshore Drilling),3,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1156,2830,PT Apexindo Pratama Duta Tbk,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pemboran ,Operasi Sumur Pemboran,Kerja Ulang Sumur (Workover),3,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1157,2830,PT Apexindo Pratama Duta Tbk,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Konsultansi Konstruksi,Jasa Pemboran ,Pemboran Di Lepas Pantai (Offshore Drilling),3,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1158,2833,PT ADIWARNA ANUGERAH ABADI Tbk,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Mekanikal & Elektrikal,Instalasi Kontrol Dan Instrumentasi,2,Rendah,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Barat
1159,2834,PT BUNGOUNG CAHAYA ABADI,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Sipil,"Jalan Raya, Jalan Lingkungan",1,Rendah,Belum Verifikasi,Nangroe Aceh Darussalam,Aceh Tamiang
1160,2834,PT BUNGOUNG CAHAYA ABADI,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Bangunan Gedung,Jasa Pelaksana Untuk Konstruksi Bangunan Multi Atau Banyak Hunian,1,Rendah,Belum Verifikasi,Nangroe Aceh Darussalam,Aceh Tamiang
1161,2835,PT OPAC BARATA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Geologi & Geofisika,Jasa Survei G&G,Pengolahan Data Seismik (Seismic Data Processing) ,3,,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1162,2835,PT OPAC BARATA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Penelitian Dan Pengembangan,Studi Kelayakan,Studi Kelayakan Pembukaan Lapangan Produksi Minyak / Gas Bumi,3,,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1163,2837,PT Global Internusa Lines,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Penyewaan Pengangkutan,Angkutan  Laut,Personnel Boat,1,Rendah,Belum Verifikasi,DKI Jakarta,Kota Jakarta Utara
1164,2843,PT MATRA UNIKATAMA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Penelitian Dan Pengembangan,Penelitian Laboratorium,Rekayasa Fludia Pemboran (Mud Engineering),3,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1165,2844,PT Schlumberger Geophysics Nusantara,Perusahaan Modal Asing,JASA NON KONSTRUKSI,Jasa Pemboran ,Operasi Sumur Pemboran,Kerja Ulang Sumur (Workover),2,Rendah,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1166,2844,PT Schlumberger Geophysics Nusantara,Perusahaan Modal Asing,JASA NON KONSTRUKSI,Jasa Pengoperasian Dan Pemeliharaan,Jasa Pengoperasian Dan Pemeliharaan,Pengoperasian Dan Pemeliharaan Sistem Pengangkatan Buatan,2,Rendah,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1167,2844,PT Schlumberger Geophysics Nusantara,Perusahaan Modal Asing,JASA NON KONSTRUKSI,Jasa Geologi & Geofisika,Jasa Interpretasi G&G,Interpretasi Data Geologi Dan Geofisika,2,Rendah,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1168,2844,PT Schlumberger Geophysics Nusantara,Perusahaan Modal Asing,JASA NON KONSTRUKSI,Jasa Geologi & Geofisika,Jasa Survei G&G,Pengolahan Data Seismik (Seismic Data Processing) ,2,Rendah,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1169,2845,PT CESCO TEKNINDO ASIA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pengoperasian Dan Pemeliharaan,Jasa Pengoperasian Dan Pemeliharaan,Pengecatan (Painting),1,Rendah,Belum Verifikasi,DKI Jakarta,Kota Jakarta Pusat
1170,2846,PT SERVITA DINAMIKA MANDIRI,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis, Pengujian Teknis,Penyiapan Pengujian Teknis Prosedur Las,3,Tinggi,Sudah Verifikasi,Jawa Barat,Bekasi
1171,2849,PT SIGMA CIPTA UTAMA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Geologi & Geofisika,Jasa Survei G&G,Pengolahan Data Seismik (Seismic Data Processing) ,3,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1172,2849,PT SIGMA CIPTA UTAMA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Geologi & Geofisika,Jasa Interpretasi G&G,Interpretasi Data Seismik,3,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1173,2849,PT SIGMA CIPTA UTAMA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pengoperasian Dan Pemeliharaan,Jasa Pengoperasian Dan Pemeliharaan,Pengoperasian Dan Pemeliharaan Sistem Pemantau Operasi Sumur Produksi (Monitoring),3,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1174,2849,PT SIGMA CIPTA UTAMA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pengoperasian Dan Pemeliharaan,Jasa Pengoperasian Dan Pemeliharaan,Pengoperasian Dan Pemeliharaan Sistem Pengendali Operasi Sumur Produksi (Controlling),3,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1175,2850,PT Karya Mentari Seraya,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Bangunan Gedung,Jasa Pelaksana Konstruksi Bangunan Gudang Dan Industri,1,Rendah,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1176,2851,PT ELNUSA OILFIELD SERVICES,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pengoperasian Dan Pemeliharaan,Jasa Pengoperasian Dan Pemeliharaan,Pengoperasian Dan Pemeliharaan Sistem Peringatan Bahaya,2,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1177,2851,PT ELNUSA OILFIELD SERVICES,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Penelitian Dan Pengembangan,Penelitian Laboratorium,Rekayasa Fludia Pemboran (Mud Engineering),2,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1178,2851,PT ELNUSA OILFIELD SERVICES,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pemboran ,Jasa Pemboran ,Pemboran Di Daratan (Onshore Drilling),2,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1179,2851,PT ELNUSA OILFIELD SERVICES,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Pengelolaan Limbah Pemboran Dan Produksi,Pengelolaan Limbah Pemboran,"Pengelolaan Bahan Peledak, Bahan Radioaktif, Dan Bahan Berbahaya",2,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1180,2851,PT ELNUSA OILFIELD SERVICES,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Geologi & Geofisika,Jasa Survei G&G,Wireline Logging,2,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1181,2851,PT ELNUSA OILFIELD SERVICES,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pemboran ,Operasi Sumur Pemboran,Kerja Ulang Sumur (Workover),2,Tinggi,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1182,2852,TUV RHEINLAND INDONESIA,Perusahaan Modal Asing,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis,Inspeksi Teknis   ,Safety Audit And Inspection,1,Rendah,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1183,2853,PT Moduspek Sukses Indonesia,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis,Inspeksi Teknis   ,Inspeksi Teknis Instalasi,2,Rendah,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1184,2854,PT INTRACODHARMA EKATAMA,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Sipil,"Jalan Raya, Jalan Lingkungan",3,Tinggi,Sudah Verifikasi,Papua,Sorong
1185,2854,PT INTRACODHARMA EKATAMA,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Bangunan Gedung,Jasa Pelaksana Konstruksi Bangunan Gudang Dan Industri,3,Tinggi,Sudah Verifikasi,Papua,Sorong
1186,2855,PT INDOTEK SAKA INTERNASIONAL,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Sipil,"Jalan Raya, Jalan Lingkungan",1,Rendah,Belum Verifikasi,Jawa Barat,Kota Depok
1187,2856,PT CIPTA REVORMA BERSAMA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis, Pengujian Teknis,Pengujian Tak Merusak (Non Destructive Testing),1,Rendah,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1188,2856,PT CIPTA REVORMA BERSAMA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pengoperasian Dan Pemeliharaan,Jasa Pengoperasian Dan Pemeliharaan,Jasa Perakit Perekayasa Alat Ukur Minyak Dan Gas Bumi,1,Rendah,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1189,2857,EKSPERTA ADI MANUSA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Penelitian Dan Pengembangan,Penelitian Laboratorium,Analisis Limbah Pemboran Dan Produksi,2,Rendah,Sudah Verifikasi,Banten,Kota Tangerang Selatan
1190,2858,PT DENVEGRAHA,Perusahaan Modal Asing,JASA NON KONSTRUKSI,Penelitian Dan Pengembangan,Studi Kelayakan,Studi Kelayakan Pembukaan Lapangan Produksi Minyak / Gas Bumi,2,Rendah,Sudah Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1191,2859,PT SULZER INDONESIA,Perusahaan Modal Asing,JASA NON KONSTRUKSI,Jasa Pengoperasian Dan Pemeliharaan,Jasa Perbaikan Peralatan,Peralatan Pemompaan,3,Rendah,Sudah Verifikasi,Jawa Barat,Purwakarta
1192,2860,PT ALWI DONDANG JAYA,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Sipil,Pekerjaan Persiapan,3,Rendah,Belum Verifikasi,Kalimantan Timur,Kutai Kartanegara
1193,2861,PT Citra Panji Manunggal,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Bangunan Gedung,Jasa Pelaksana Konstruksi Bangunan Gudang Dan Industri,3,Rendah,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1194,2861,PT Citra Panji Manunggal,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Sipil,Pekerjaan Persiapan,3,Rendah,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1195,2861,PT Citra Panji Manunggal,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Mekanikal & Elektrikal,"Instalasi Thermal, Bertekanan, Minyak, Gas, Geothermal ",3,Rendah,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1196,2861,PT Citra Panji Manunggal,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Terintegrasi,Industri Proses,Jasa Terintegrasi Untuk Konstruksi Fasilitas Minyak Dan Gas ,3,Rendah,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1197,2863,PT ANGKASA BIRU SERVIS INDONESIA,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Jasa Pemboran ,Jasa Pemboran ,Pemboran Di Lepas Pantai (Offshore Drilling),1,Tinggi,Belum Verifikasi,DKI Jakarta,Kota Jakarta Selatan
1198,2864,PT Putra Oganda Prabu,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Bangunan Gedung,Jasa Pelaksana Konstruksi Bangunan Gudang Dan Industri,3,Tinggi,Belum Verifikasi,Sumatera Selatan,Kota Prabumulih
1199,2864,PT Putra Oganda Prabu,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Sipil,"Jalan Raya, Jalan Lingkungan",3,Tinggi,Belum Verifikasi,Sumatera Selatan,Kota Prabumulih
1200,2865,PT JAYA TEKNIK KONSTRUKSI,Perusahaan Modal Dalam Negeri,JASA KONSTRUKSI,Usaha Pekerjaan Konstruksi,Bangunan Gedung,Jasa Pelaksana Konstruksi Bangunan Gudang Dan Industri,1,Rendah,Belum Verifikasi,Banten,Lebak
1201,2865,PT JAYA TEKNIK KONSTRUKSI,Perusahaan Modal Dalam Negeri,JASA NON KONSTRUKSI,Inspeksi Teknis Dan Pengujian Teknis, Pengujian Teknis,Pengujian Tak Merusak (Non Destructive Testing),1,Rendah,Belum Verifikasi,Banten,Lebak
