No,id,nama_perusahaan,sub_kimap,hasil_produksi,jenis_produk,spesifikasi_produk,standar_produk,no_sertifikat_produk,nilai_tkdn,kapasitas_produksi,kategori,peringkat,provinsi,kabupaten,lampiran_url
1,36365,PT MI Indonesia,Chemicals,Chemical,Weighting Material Barite,"Merk: MI Bar, Density: ≥4.20 g/cc, Particles >75 microns: 3.0 Weight %, Particles <6 microns : 3.0 Weight %, Total Alkali Soluble Alkaline Earth Metals as Calcium < 250 ppm",API Spec 13A,13A-0097,33.17%,14.400 Ton/Tahun,Dimaksimalkan,1,DKI Jakarta,Kota Jakarta Selatan,PT_MI_INDONESIA_SKUPBB9411553136YT1WY.PDF
2,36366,PT MI Indonesia,Chemicals,Chemical,Bentonite,"Merk: MI Gel, API Fluid Loss > 15 mL., Fann Dial Reading
@ 600rpm > 30 FDR, Moisture < 10 Weight %, Wet Screen: Greater than 75 microns < 4 Weight %, YP/PV < 3 UL.",API Spec 13A,13A-0097,46.39%,9.600 Ton/Tahun,Diwajibkan,1,DKI Jakarta,Kota Jakarta Selatan,PT_MI_INDONESIA_SKUPBB9411553136YT1WY.PDF
3,36367,PT MI Indonesia,Chemicals,Chemical,Surface Active Agent (Mud Detergent),"Merk: Drilling Detergent, Viscosity : 12.15 cSt @ 40 °C, Relative Density : 0.98-1.01 s.g, pH-Value, Diluted Solution : 7.94 @ 1%",-,-,43.53%,6.720 Drum/Tahun,Diwajibkan,1,DKI Jakarta,Kota Jakarta Selatan,PT_MI_INDONESIA_SKUPBB9411553136YT1WY.PDF
4,36368,PT MI Indonesia,Chemicals,Chemical,Surfactant (Well Cleaner),"Merk: Safe Surf E, Surfactant - Boiling Point (°C) : 100 °C, Melting Point (°C) : 0 °C, Relative Density :
1.00 pH-Value, Conc. Solution : 8",-,-,25.33%,6.720 Drum/Tahun,Dimaksimalkan,1,DKI Jakarta,Kota Jakarta Selatan,PT_MI_INDONESIA_SKUPBB9411553136YT1WY.PDF
5,36369,PT MI Indonesia,Chemicals,Chemical,Corrosion Inhibitor,"Merk: Safe Cor, Corrosion Inhibitor - Flash Point (°C) : >
110 °C P/M Pensky-Martens, Relative Density : 1.03-1.05 kg/L, pH-Value, Conc. Solution : > 10.5",-,-,32.98%,9.600 Drum/Tahun,Dimaksimalkan,1,DKI Jakarta,Kota Jakarta Selatan,PT_MI_INDONESIA_SKUPBB9411553136YT1WY.PDF
6,36370,PT MI Indonesia,Chemicals,Chemical,Oil Base Mud Wetting Agent,"Merk: Verscoat IC, Primary Emulsifier, Acid Value : 5 - 15 mg KOH/g, Amine Value : 5.5 - 12.5 mg KOH/g, Appearance : Amber liquid, Specific Gravity : 0.84 - 0.86 UL",-,-,25.00%,9.600 Drum/Tahun,Dimaksimalkan,1,DKI Jakarta,Kota Jakarta Selatan,PT_MI_INDONESIA_SKUPBB9411553136YT1WY.PDF
7,36371,PT MI Indonesia,Chemicals,Chemical,Primary Emulsifier,"Merk: Novatec P, Primary Emulsifier. Appearance : Dark
Liquid, Viscocity @20C cPs : 2500 MAX, Amine Value : 16 mg KOH/g, MAX.",-,-,26.35%,9.600 Drum/Tahun,Dimaksimalkan,1,DKI Jakarta,Kota Jakarta Selatan,PT_MI_INDONESIA_SKUPBB9411553136YT1WY.PDF
8,36372,PT MI Indonesia,Chemicals,Chemical,Secondary Emulsifier,"Merk: Novatec S, Secondary Emulsifier. Appearance : Dark
Brown Liquid, Acid Value : 50 mg KOH/g MIN, Amine Value : 10 mg KOH/g, MAX",-,-,26.03%,9.600 Drum/Tahun,Dimaksimalkan,1,DKI Jakarta,Kota Jakarta Selatan,PT_MI_INDONESIA_SKUPBB9411553136YT1WY.PDF
9,36283,TEKNOLOGI PROTEKSI API,"Fire, Safety and Environmental Conservation Equipment",Fire Fighting Equipments,Mobile Foam Trolley,"Material: Reinforced FIberglass Plastic or Steel Kapasitas: 150 L, 200 L, 500 L Inlet Connection: 2,5"" in-line eductor Hose Size: 2,5""","NFPA11, ASME RTP-1, ASME VIII",-,40.00%,210 Unit/Tahun,Diwajibkan,1,DKI Jakarta,Kota Jakarta Selatan,TEKNOLOGI_PROTEKSI_API_SKUPBB4694160579GKRBD.PDF
10,36284,TEKNOLOGI PROTEKSI API,"Fire, Safety and Environmental Conservation Equipment",Fire Fighting Equipments,Linear Heat Detector,"Alarm Temperature 68°C - 180°C, Voltage, Operated 24 VDC, Cable 2 Core 1,5 mm",NFPA 2001,-,25.48%,48,Dimaksimalkan,1,DKI Jakarta,Kota Jakarta Selatan,TEKNOLOGI_PROTEKSI_API_SKUPBB4694160579GKRBD.PDF
11,36285,TEKNOLOGI PROTEKSI API,"Fire, Safety and Environmental Conservation Equipment",Fire_Fighting_Equipments,Foam Bladder Tank,"Capacity: 100–25.000 Liter, Design Pressure: 1-300 Bar or customize Material: Carbon Steel, Stainless Steel, Internal Bladder: Butyl Rubber atau EPDM, Foam Concentrate: AFFF, AR-AFFF, Fluorine-Free Foam (F3), Orientation: Horizontal atau Vertical","NFPA11 ,ASME VIII",-,-,12,Diberdayakan,1,DKI Jakarta,Kota Jakarta Selatan,TEKNOLOGI_PROTEKSI_API_SKUPBB4694160579GKRBD.PDF
12,36286,TEKNOLOGI PROTEKSI API,"Fire, Safety and Environmental Conservation Equipment",Fire_Fighting_Equipments,CO2 Snuffing Package,"Extinguishing Agent: Carbon Dioxide (CO₂), Storage Pressure: 1-50 Bar or customize, Cylinder Size: 10 - 500 kg, Discharge Time: ≤60 detik (NFPA 12), Actuation: Manual, Pneumatic, or Electric, Detection: Smoke/Heat Detector, Manual Release, Fusible Plug","NFPA 12, ASME VIII",-,-,12,Diberdayakan,1,DKI Jakarta,Kota Jakarta Selatan,TEKNOLOGI_PROTEKSI_API_SKUPBB4694160579GKRBD.PDF
13,36287,TEKNOLOGI PROTEKSI API,"Fire, Safety and Environmental Conservation Equipment",Fire_Fighting_Equipments,Fire Suppression System,"Extinguishing Agent: FM-200 (HFC-227ea), Novec 1230, Inergen (IG-541), IG-55, or other agent as per NFPA 2001, Storage Pressure: 1-600 Bar as per standard, Detection: Cross-Zone Smoke/Heat Detection, or as per request, Control Panel: Addressable Release Panel, Manual Release & Abort Switch, Skid Material : Stainless Steel or Carbon Steel",NFPA 2001,-,-,12,Diberdayakan,1,DKI Jakarta,Kota Jakarta Selatan,TEKNOLOGI_PROTEKSI_API_SKUPBB4694160579GKRBD.PDF
14,36347,TEKNOLOGI PROTEKSI API,"Fire, Safety and Environmental Conservation Equipment",Fire Fighting Equipments,Linear Heat Detector,"Alarm Temperature 68°C - 180°C, Voltage, Operated 24 VDC, Cable 2 Core 1,5 mm",UL 531,-,25.48%,48 Unit/Tahun,Dimaksimalkan,1,DKI Jakarta,Kota Jakarta Selatan,TEKNOLOGI_PROTEKSI_API_SKUPBB4694160579GKRBD.PDF
15,36358,PT POLYVINDO ABADI SUKSES,Tubular Goods,Pipe,Pipa HDPE,"PE: PE 100;  PN: PN 6, PN 8, PN 10, PN 12.5, PN 16, PN 20;  Diameter: 20-630 mm;  Merk: Fountain",SNI 4829.2:2015,67/S/RV/B/II/2017,69.35%,15.060 Ton/Tahun,Diwajibkan,1,Sumatera Utara,Kota Medan,PT_POLYVINDO_ABADI_SUKSES_SKUPBB2878435820Q5YNA.PDF
16,36359,PT POLYVINDO ABADI SUKSES,Tubular Goods,Pipe,Pipa PVC,"Fungsi: Pipa Untuk Saluran Air Minum;  Seri Pipa: S10, S12.5;  Diameter: 25-200 mm;  Merk: Fountain",SNI 06-0084-2002,110/S/Pro/B/VI/2023,92.49%,5.256 Ton/Tahun,Diwajibkan,1,Sumatera Utara,Kota Medan,PT_POLYVINDO_ABADI_SUKSES_SKUPBB2878435820Q5YNA.PDF
17,36360,PT POLYVINDO ABADI SUKSES,Tubular Goods,Pipe,Pipa PVC,Tipe: Pipa Conduit;  Kelas AW;  Fungsi: Untuk Selongsong Kabel Listrik;  Diameter: 17 & 20 mm;  Merk: Fountain,SNI IEC 61386-21-2012,,86.99%,500 Ton/Tahun,Diwajibkan,1,Sumatera Utara,Kota Medan,PT_POLYVINDO_ABADI_SUKSES_SKUPBB2878435820Q5YNA.PDF
18,36361,PT POLYVINDO ABADI SUKSES,Tubular Goods,Pipe,Pipa PVC,"Fungsi: Untuk Saluran Air Buangan;  Tipe: Kelas D;  Ukuran OD: 11/4” - 12”""",SNI 06-0162-1987,086/S/Pro/B/V/2023,-,3.500 Ton/Tahun,Diberdayakan,1,Sumatera Utara,Kota Medan,PT_POLYVINDO_ABADI_SUKSES_SKUPBB2878435820Q5YNA.PDF
19,36362,PT POLYVINDO ABADI SUKSES,Tubular Goods,Pipe,Pipa PE Gas,"PE: PE100;  SDR: SDR 11;  DN: 20, 25, 32, 40, 50, 63, 75, 90, 110, 125, 140, 160, 180, 200, 225, 250, 280, 315, 355, 400, 450, 500, 560 & 630 mm",SNI 8884-2:2020 ,622510118,-,14.760 Ton/Tahun,Diberdayakan,1,Sumatera Utara,Kota Medan,PT_POLYVINDO_ABADI_SUKSES_SKUPBB2878435820Q5YNA.PDF
20,36363,PT POLYVINDO ABADI SUKSES,Tubular Goods,Pipe,Pipa PE Telkom,Tipe: Pipa HDPE untuk Kabel Serat Optik;  OD 32 - 50 mm,STEL-L039-2008Ver 2.2,,-,300 Ton/Tahun,Diberdayakan,1,Sumatera Utara,Kota Medan,PT_POLYVINDO_ABADI_SUKSES_SKUPBB2878435820Q5YNA.PDF
21,36364,PT POLYVINDO ABADI SUKSES,Tubular Goods,Pipe_Accessories,Fitting PE,"Tipe: Tee dan Bend;  PN 6, PN 8, PN 10, PN 12.5, PN 16, PN 20;  PE 100;  Diameter 16 - 710 mm",88/S/RE/II.2/2014,,-,300 Ton/Tahun,Diberdayakan,1,Sumatera Utara,Kota Medan,PT_POLYVINDO_ABADI_SUKSES_SKUPBB2878435820Q5YNA.PDF
22,36335,GRAHASUMBER PRIMA ELEKTRONIK,"Switch, Control Gear and Electrical Instruments",Control_Panel_,Panel Wall Mounted,"Type: ATSMF
Material: Plat besi dengan powder coating
Dimensi: 1.100 × 900 × 350 mm
Parameter/Aplikasi: ATSMF enclosure; electrical panel; low voltage; AC power",-,-,47.99%,634 unit/bulan,Diwajibkan,1,Banten,Kota Tangerang Selatan,GRAHASUMBER_PRIMA_ELEKTRONIK_SKUPBB5047851370F4JFK.PDF
23,36336,GRAHASUMBER PRIMA ELEKTRONIK,"Switch, Control Gear and Electrical Instruments",Control_Panel_,Panel Freestanding,"Type: Capacitor Bank
Material: Plat besi dengan powder coating
Dimensi: 100 + 2.000 × (800 × 2) × 1.000 mm
Parameter/Aplikasi: Capacitor Bank enclosure; electrical panel; low voltage; AC power; kapasitas 300 kVAR; tingkat proteksi IP42",-,-,29.15%,385 unit/bulan,Dimaksimalkan,1,Banten,Kota Tangerang Selatan,GRAHASUMBER_PRIMA_ELEKTRONIK_SKUPBB5047851370F4JFK.PDF
24,36337,GRAHASUMBER PRIMA ELEKTRONIK,"Switch, Control Gear and Electrical Instruments",Control_Panel_,Panel Freestanding,"Type: Control Panel–Generator Set (CPGS)
Material: Plat besi dengan powder coating
Dimensi: 100 + 2.000 × (800 × 3) × 1.000 mm
Parameter/Aplikasi: CPGS enclosure; electrical panel; low voltage; AC power; generator set; tingkat proteksi IP42",-,-,38.07%,302 unit/bulan,Dimaksimalkan,1,Banten,Kota Tangerang Selatan,GRAHASUMBER_PRIMA_ELEKTRONIK_SKUPBB5047851370F4JFK.PDF
25,36338,GRAHASUMBER PRIMA ELEKTRONIK,"Switch, Control Gear and Electrical Instruments",Switchboard,Panel Freestanding,"Type: LVMDB
Material: Plat besi dengan powder coating
Dimensi: 100 + 2.000 × 800 × 1.000 mm
Parameter/Aplikasi: LVMDB enclosure; low voltage; AC power; tingkat proteksi IP42",-,-,18.48%,363 unit/bulan,Diberdayakan,1,Banten,Kota Tangerang Selatan,GRAHASUMBER_PRIMA_ELEKTRONIK_SKUPBB5047851370F4JFK.PDF
26,36339,GRAHASUMBER PRIMA ELEKTRONIK,"Switch, Control Gear and Electrical Instruments",Control_Panel_,Panel Freestanding,"Type: MCC 3B
Material: Plat besi dengan powder coating
Dimensi: 100 + 2.000 × 800 × 2 × 800 mm
Parameter/Aplikasi: Motor Control Center; electrical panel; low voltage; AC power; tingkat proteksi IP42",-,-,44.67%,385 unit/bulan,Diwajibkan,1,Banten,Kota Tangerang Selatan,GRAHASUMBER_PRIMA_ELEKTRONIK_SKUPBB5047851370F4JFK.PDF
27,36340,GRAHASUMBER PRIMA ELEKTRONIK,"Switch, Control Gear and Electrical Instruments",Switchboard,Panel Freestanding,"Type: Power Distribution Unit (PDU)
Material: Plat besi dengan powder coating
Dimensi: 100 + 2.000 × 600 × 600 × 600 mm
Parameter/Aplikasi: PDU enclosure; distribusi daya; low voltage; AC power; tingkat proteksi IP42",-,-,45.12%,429 unit/bulan,Diwajibkan,1,Banten,Kota Tangerang Selatan,GRAHASUMBER_PRIMA_ELEKTRONIK_SKUPBB5047851370F4JFK.PDF
28,36341,GRAHASUMBER PRIMA ELEKTRONIK,Electric Power Sources,Rectifiers,Subrack DC Power,"Type: 18 kW
Material: Plat besi dengan powder coating
Dimensi: 5U × 19 inch; W485 × D357 mm
Parameter/Aplikasi: Subrack rectifier; DC power; sistem 19 inch; kapasitas daya 18 kW",-,-,48.18%,2.887 unit/bulan,Diwajibkan,1,Banten,Kota Tangerang Selatan,GRAHASUMBER_PRIMA_ELEKTRONIK_SKUPBB5047851370F4JFK.PDF
29,36342,GRAHASUMBER PRIMA ELEKTRONIK,"Switch, Control Gear and Electrical Instruments",Switchboard,Panel Wall Mounted,"Type: Empty Panel
Material: Plat besi dengan powder coating
Dimensi: 1.000 × 800 × 300 mm
Parameter/Aplikasi: Enclosure; electrical panel; panel pemasangan dinding",-,-,59.85%,968 unit/bulan,Diwajibkan,1,Banten,Kota Tangerang Selatan,GRAHASUMBER_PRIMA_ELEKTRONIK_SKUPBB5047851370F4JFK.PDF
30,36343,GRAHASUMBER PRIMA ELEKTRONIK,"Switch, Control Gear and Electrical Instruments",Switchboard,Open Rack Server,"Type: 42U
Material: Plat besi dengan powder coating
Dimensi: 2.015 × 555 × 360 mm
Parameter/Aplikasi: Open rack server; penyimpanan dan penempatan perangkat server atau jaringan",-,-,58.44%,753 unit/bulan,Diwajibkan,1,Banten,Kota Tangerang Selatan,GRAHASUMBER_PRIMA_ELEKTRONIK_SKUPBB5047851370F4JFK.PDF
31,36344,GRAHASUMBER PRIMA ELEKTRONIK,"Switch, Control Gear and Electrical Instruments",Switchboard,Panel Freestanding,"Type: Empty Panel IP43
Material: Plat besi dengan powder coating
Dimensi: 100 + 2.000 × 800 × 800 mm
Parameter/Aplikasi: Enclosure; electrical panel; panel berdiri bebas; tingkat proteksi IP43",-,-,55.51%,544 unit/bulan,Diwajibkan,1,Banten,Kota Tangerang Selatan,GRAHASUMBER_PRIMA_ELEKTRONIK_SKUPBB5047851370F4JFK.PDF
32,36345,GRAHASUMBER PRIMA ELEKTRONIK,"Switch, Control Gear and Electrical Instruments",Control_Panel_,Containment,"Type: Cold Aisle
Material: Plat besi dengan powder coating
Dimensi: Tidak tercantum pada data
Parameter/Aplikasi: CAC 2 × 4 rack; data center; enclosure; sistem containment untuk cold aisle",-,-,55.91%,484 unit/bulan,Diwajibkan,1,Banten,Kota Tangerang Selatan,GRAHASUMBER_PRIMA_ELEKTRONIK_SKUPBB5047851370F4JFK.PDF
33,36346,GRAHASUMBER PRIMA ELEKTRONIK,"Switch, Control Gear and Electrical Instruments",Switchboard,Close Rack Server,"Type: 42U
Material: Plat besi dengan powder coating
Dimensi: 42U–47U × 600 × 1.200 mm
Parameter/Aplikasi: Close rack enclosure; rack server tertutup; static load 1.500 kg",-,-,56.80%,544 unit/bulan,Diwajibkan,1,Banten,Kota Tangerang Selatan,GRAHASUMBER_PRIMA_ELEKTRONIK_SKUPBB5047851370F4JFK.PDF
34,36186,PT DURAQUIPT CEMERLANG,Pumps,Pump_Package,Horizontal Centrifugal Pump Package,"Type:Over Hung (OH2),
Kapasitas: up 7568 usgpm (1.720 m3/hr) , 
Head: up to 360mtr
Merk: Dura",API 610,,45.17%,125 Unit/Tahun,Diwajibkan,3,Jawa Barat,Kota Depok,PT_DURAQUIPT_CEMERLANG_SKUPBB7470465925DOHMJ.PDF
35,36188,PT DURAQUIPT CEMERLANG,Pumps,Pump_Package,Horizontal Centrifugal Pump Package,"Type: Over hung (OH1) , 
Kapasitas: up to 7400 us gpm (1682 m3/hr),
 Head: up to 985 (300mtr)
Merk: Dura","ANSI;ASME B73.1, ISO 5199",,49.30%,100 Unit/Tahun,Diwajibkan,3,Jawa Barat,Kota Depok,PT_DURAQUIPT_CEMERLANG_SKUPBB7470465925DOHMJ.PDF
36,36189,PT DURAQUIPT CEMERLANG,Pumps,Pumps,Horizontal Centrifugal Bare Pump,"Type:Over hung (OH1) ,
 Kapasitas:. up to 7400 us gpm (1682 m3/hr), 
Head up to 985 (300mtr)
Merk: Dura","ANSI;ASME B73.1, ISO 5199",,53.09%,100 Unit/Tahun,Diwajibkan,3,Jawa Barat,Kota Depok,PT_DURAQUIPT_CEMERLANG_SKUPBB7470465925DOHMJ.PDF
37,36192,PT DURAQUIPT CEMERLANG,Pumps,Pump_Package,Vertical Centrifugal Pump Package,"Type: Vertical Suspended (VS6), 
Kapasitas: up to 35.000 usgpm (8000 m3/hr) 
Head: up to 1900 ft (600m) 
Merk: Dura",API 610,,43.00%,15 Unit/Tahun,Diwajibkan,3,Jawa Barat,Kota Depok,PT_DURAQUIPT_CEMERLANG_SKUPBB7470465925DOHMJ.PDF
38,36193,PT DURAQUIPT CEMERLANG,Pumps,Pumps,Vertical Centrifugal  Bare Pump,"Type: Vertical Suspended (VS6), 
Kapasitas: up to 35.000 usgpm (8000 m3/hr) 
Head: up to 1900 ft (600m) 
Merk: Dura",API 610,,49.44%,15 Unit/Tahun,Diwajibkan,3,Jawa Barat,Kota Depok,PT_DURAQUIPT_CEMERLANG_SKUPBB7470465925DOHMJ.PDF
39,36196,PT DURAQUIPT CEMERLANG,Pumps,Pump_Package,Vertical Centrifugal Pump Package,"Type: Vertical Suspended (VS1),
Kapasitas: up to 35.000 usgpm (8000 m3/hr) 
Head: up to 1900 ft (600m)
Merk: Dura",API 610,,45.40%,15 Unit/Tahun,Diwajibkan,3,Jawa Barat,Kota Depok,PT_DURAQUIPT_CEMERLANG_SKUPBB7470465925DOHMJ.PDF
40,36198,PT DURAQUIPT CEMERLANG,Pumps,Pumps,Vertical Centrifugal  Bare Pump,"Type: Vertical Suspended (VS1),
Kapasitas: up to 35.000 usgpm (8000 m3/hr) 
Head: up to 1900 ft (600m)
Merk: Dura",API 610,,52.06%,15 Unit/Tahun,Diwajibkan,3,Jawa Barat,Kota Depok,PT_DURAQUIPT_CEMERLANG_SKUPBB7470465925DOHMJ.PDF
41,36199,PT DURAQUIPT CEMERLANG,Pumps,Pump_Package,Between Bearing   Pump Package,"Type: Horizontal Centrifugal Between Bearing (BB1,
BB2, BB3, BB4, BB5)
 Kapasitas: up to 66.000 usgpm(15.000m3/hr)
Head: up to 16400ft (5000 mtr)
Merk: Dura",API 610,,45.55%,60 Unit/Tahun,Diwajibkan,3,Jawa Barat,Kota Depok,PT_DURAQUIPT_CEMERLANG_SKUPBB7470465925DOHMJ.PDF
42,36200,PT DURAQUIPT CEMERLANG,Pumps,Pumps,Between Bearing  Bare Pump,"Type: Horizontal Centrifugal Between Bearing (BB1,
BB2, BB3, BB4, BB5)
 Kapasitas: up to 66.000 usgpm(15.000m3/hr)
Head: up to 16400ft (5000 mtr)
Merk: Dura",API 610,,54.78%,60 Unit/Tahun,Diwajibkan,3,Jawa Barat,Kota Depok,PT_DURAQUIPT_CEMERLANG_SKUPBB7470465925DOHMJ.PDF
43,36201,PT DURAQUIPT CEMERLANG,Pumps,Pumps,Horizontal Centrifugal Bare Pump,"Type:Over Hung (OH2),
Kapasitas: up 7568 usgpm (1.720 m3/hr) , 
Head: up to 360mtr
Merk: Dura",API 610,,47.19%,125 Unit/Tahun,Diwajibkan,3,Jawa Barat,Kota Depok,PT_DURAQUIPT_CEMERLANG_SKUPBB7470465925DOHMJ.PDF
44,36202,PT DURAQUIPT CEMERLANG,Pumps,Pump_Package,Vertical Centrifugal Pump Package,"Type: Vertical Suspended , Vertical Sump Pump (VS4) Kapasitas : s.d 7400 usgpm (1682 m3/hr) 
Head : s.d 985 ft (300mtr)
Merk: Dura",API 610,,43.32%,30 Unit/Tahun,Diwajibkan,3,Jawa Barat,Kota Depok,PT_DURAQUIPT_CEMERLANG_SKUPBB7470465925DOHMJ.PDF
45,36203,PT DURAQUIPT CEMERLANG,Pumps,Pumps,Vertical Centrifugal Bare Pump ,"Type: Vertical Suspended , Vertical Sump Pump (VS4) Kapasitas : s.d 7400 usgpm (1682 m3/hr) 
Head : s.d 985 ft (300mtr)
Merk: Dura",API 610,,49.61%,30 Unit/Tahun,Diwajibkan,3,Jawa Barat,Kota Depok,PT_DURAQUIPT_CEMERLANG_SKUPBB7470465925DOHMJ.PDF
46,36204,PT DURAQUIPT CEMERLANG,Pumps,Pump_Package,Self Priming Pump Package,"Type: SelfPriming Pump 
Kapasitas: up to 1400 usgpm (320 m3/hr)
Head up to 400 ft (122mtr)
Merk: Dura","ANSI;ASME B73.1, ISO 5199",,43.60%,25 Unit/Tahun,Diwajibkan,3,Jawa Barat,Kota Depok,PT_DURAQUIPT_CEMERLANG_SKUPBB7470465925DOHMJ.PDF
47,36205,PT DURAQUIPT CEMERLANG,Pumps,Pumps,Self Priming Bare Pump,"Type: SelfPriming Pump 
Kapasitas: up to 1400 usgpm (320 m3/hr)
Head up to 400 ft (122mtr)
Merk: Dura","ANSI;ASME B73.1, ISO 5199",,49.26%,25 Unit/Tahun,Diwajibkan,3,Jawa Barat,Kota Depok,PT_DURAQUIPT_CEMERLANG_SKUPBB7470465925DOHMJ.PDF
48,36206,PT DURAQUIPT CEMERLANG,Pumps,Pump Package,Fire Water Pump Package,"Type: Centrifugal Fire Pumps, Split Case, Centrifugal Fire Pumps Vertical Turbine
Kapasitas: up to 500Gpm 
Pressure: up to 300 Psi, Merk: Dura",NFPA 20,,39.04%,15 Unit/Tahun,Diwajibkan,3,Jawa Barat,Kota Depok,PT_DURAQUIPT_CEMERLANG_SKUPBB7470465925DOHMJ.PDF
49,36207,PT DURAQUIPT CEMERLANG,Pumps,Pumps,Fire Water Bare Pump ,"Type: Centrifugal Fire Pumps, Split Case, Centrifugal Fire Pumps Vertical Turbine
Kapasitas: up to 500Gpm 
Pressure: up to 300 Psi, Merk: Dura",NFPA 20,,48.24%,15 Unit/Tahun,Diwajibkan,3,Jawa Barat,Kota Depok,PT_DURAQUIPT_CEMERLANG_SKUPBB7470465925DOHMJ.PDF
50,36208,PT DURAQUIPT CEMERLANG,Pumps,Pump_Package,Fire Water Pump Package,"Type: Centrifugal Fire Pumps, Split Case, Centrifugal Fire Pumps Vertical Turbine
Kapasitas: up to 500Gpm 
Pressure: up to 300 Psi, ",NFPA 20,,27.37%,25 Unit/Tahun,Dimaksimalkan,3,Jawa Barat,Kota Depok,PT_DURAQUIPT_CEMERLANG_SKUPBB7470465925DOHMJ.PDF
51,36209,PT DURAQUIPT CEMERLANG,Pumps,Pump_Package,Reciprocating Pump Package,"Type: Piston/Plunger
Kapasitas: up to 180m3/hr, 
Pressure: up to 22.000 Psig",API 674,,25.68%,10 Unit/Tahun,Dimaksimalkan,3,Jawa Barat,Kota Depok,PT_DURAQUIPT_CEMERLANG_SKUPBB7470465925DOHMJ.PDF
52,36210,PT DURAQUIPT CEMERLANG,Pumps,Pump_Package,Screw Rotary Positive Displacement Pump Package,"Type: Twin Screw, Triple Screw 
Kapasitas:  up to 600m3/hr 
 Head  up to 25bar ",API 676,,23.52%,30 Unit/Tahun,Dimaksimalkan,3,Jawa Barat,Kota Depok,PT_DURAQUIPT_CEMERLANG_SKUPBB7470465925DOHMJ.PDF
53,36227,PT Sutrakabel Intimandiri,"Wires, Cables and Accessories",cables,Bare Wires,All Aluminium Conductor (AAC) 10 s/d 240 mm2 ; 241 s/d 1776 m2,AS 1531; ASTM B231 BS215-1 ;  DIN EN50182; IEC 61089; JIS C3109; SPLN 41-6,300007091.6.11/SPM-LMK/25,99.15%,47084.40 ton/tahun,Diwajibkan,3,Jawa Barat,Bogor,PT_SUTRAKABEL_INTIMANDIRI_SKUPBB29346165375SFP4.PDF
54,36228,PT Sutrakabel Intimandiri,"Wires, Cables and Accessories",cables,Power Cables,"N2XSEY (Cu/XLPE/CTS/PVC) 3 x 25 mm2 s/d 3 x 400 mm2
Rate Voltage = 3.6 up to 35 kV",IEC 60502-2 & SPLN 43-5-4,086.002.004.057.25,-,20781.60 ton/tahun,Diberdayakan,3,Jawa Barat,Bogor,PT_SUTRAKABEL_INTIMANDIRI_SKUPBB29346165375SFP4.PDF
55,36229,PT Sutrakabel Intimandiri,"Wires, Cables and Accessories",cables,High Voltage Cables,"N2XCK2Y (Cu/XLPE/CuW/Lead/HDPE)
300 - 2000 mm2
Rate Voltage = 57/150 kV",IEC 60840,300007091.6.11/SPM-LMK/25,64.00%,38642.40 ton/tahun,Diwajibkan,3,Jawa Barat,Bogor,PT_SUTRAKABEL_INTIMANDIRI_SKUPBB29346165375SFP4.PDF
56,36230,PT Sutrakabel Intimandiri,"Wires, Cables and Accessories",cables,Corrugated,"MC-HL Cu/XLPE/CAA/PVC
 1C 14AWG + 1C 14AWG - 4C 750MCM + 3C 5AWG
37C 14AWG - 1C 750MCM
Rate Voltage = 0.6/1.0 kV",IEC 60502-1; ICEA S-95-658/NEMA WC 70; UL 44; UL 1569,,80.01%,2064.72 ton/tahun,Diwajibkan,3,Jawa Barat,Bogor,PT_SUTRAKABEL_INTIMANDIRI_SKUPBB29346165375SFP4.PDF
57,36231,PT Sutrakabel Intimandiri,"Wires, Cables and Accessories",cables,Instrument Cables,"Cu/PVC/ISCR/OSCR/PVC
1P x 0,5 mm2 s/d 24P x 2,5 mm2
1T x 0,5 mm2 s/d 24T x 2,5 mm2
Rate Voltage = 300/500 V up to 0.6/1.0 kV",BS EN 50288-7,,-,880.32 ton/tahun,Diberdayakan,3,Jawa Barat,Bogor,PT_SUTRAKABEL_INTIMANDIRI_SKUPBB29346165375SFP4.PDF
58,36232,PT Sutrakabel Intimandiri,"Wires, Cables and Accessories",cables,Solar Cables,"Solar Cable PV1-F
1x6",BS EN 50168,,84.76%,129.60 ton/tahun,Diwajibkan,3,Jawa Barat,Bogor,PT_SUTRAKABEL_INTIMANDIRI_SKUPBB29346165375SFP4.PDF
59,36233,PT Sutrakabel Intimandiri,"Wires, Cables and Accessories",cables,Conductor,"Rail Copper (Busbar) 1 x 10 mm s/d 10 x 160 mm
Standard Length = 4 m  ",IEC 60228 ASTM E290,,99.91%,7200 ton/tahun,,3,Jawa Barat,Bogor,PT_SUTRAKABEL_INTIMANDIRI_SKUPBB29346165375SFP4.PDF
60,36182,PT JLM VALVE INDONESIA,"Drilling, Mud, and Cementing Materials",Christmas Tree ,Wellhead Assembly,"Size: 2 1/16"" s/d 13 5/8""
Tekanan: 2000 Psi - 15,000 Psi
PSL:1-3
Material: AA,BB,DD,EE
Suhu: P,U,X,Y",API 6A,,33.18%,20 Set/Tahun,,2,Jawa Barat,Indramayu,PT_JLM_VALVE_INDONESIA_SKUPBB5542676696GPOPI.PDF
