No,id,nama_perusahaan,sub_kimap,hasil_produksi,jenis_produk,spesifikasi_produk,standar_produk,no_sertifikat_produk,nilai_tkdn,kapasitas_produksi,kategori,peringkat,provinsi,kabupaten,lampiran_url
2141,28803,PT AIR SURYA RADIATOR,Plant Elements and Parts,Heat_Exchanger,Evavorator,"Design Pressure: 5 Barg – 200 Barg Design Temperature Max. : 380 °C Dimensi :
Length : 300 mm – 12000 mm OD : 76 mm – 1500 mm
Material Shell : Carbon Steel, Steinless Steel, Inconel, Copper Nickel
Material Tube : Carbon Steel, Steinless Steel, Copper, Copper Nickel, Brass,
Titanium, Alluminium, Inconel","-	ASME SEC. VIII, DIV 1 -	TEMA Edisi 11",,-,60 Unit / Tahun,Diberdayakan,3,Jawa Barat,Bekasi,PT_AIR_SURYA_RADIATOR_SKUPBB9186699249KECGP.PDF
2142,28804,PT AIR SURYA RADIATOR,Plant Elements and Parts,Heat_Exchanger,Shell & Tube,"Design Pressure : 38 Barg Design Temperature : 250 °C
Dimensi : Length 7341.89 mm x OD 557,6 mm
Material Shell : Carbon Steel Material Tube : Carbon Steel","-	ASME SEC. VIII, DIV 1 -	TEMA Edisi 11",,35.35%,100 Unit / Tahun,Dimaksimalkan,3,Jawa Barat,Bekasi,PT_AIR_SURYA_RADIATOR_SKUPBB9186699249KECGP.PDF
2143,28805,PT AIR SURYA RADIATOR,Plant Elements and Parts,Heat_Exchanger,Economizer,"Design Pressure : 5 Barg – 200 Barg Design Temperature Max. : 380 °C Dimensi :
Length : 300 mm – 12000 mm OD : 76 mm – 1500 mm
Material Shell : Carbon Steel, Steinless Steel, Inconel, Copper Nickel
Material Tube : Carbon Steel, Steinless Steel, Copper, Copper Nickel, Brass, Titanium, Alluminium, Inconel
Material Fin : Carbon Steel, Steinless Steel","-	ASME SEC. VIII, DIV 1 -	TEMA Edisi 11",,-,50 Unit / Tahun,Diberdayakan,3,Jawa Barat,Bekasi,PT_AIR_SURYA_RADIATOR_SKUPBB9186699249KECGP.PDF
2144,28806,PT AIR SURYA RADIATOR,Plant Elements and Parts,Heat_Exchanger,SEPARATOR,"Design Pressure : 5 Barg – 200 Barg Design Temperature Max. : 380 °C Dimensi :
Length : 300 mm – 12000 mm OD : 76 mm – 1500 mm
Material : Carbon Steel, Steinless Steel","- ASME SEC. VIII, DIV 1",,-,12 Unit / Tahun,Diberdayakan,3,Jawa Barat,Bekasi,PT_AIR_SURYA_RADIATOR_SKUPBB9186699249KECGP.PDF
2145,28807,PT AIR SURYA RADIATOR,Plant Elements and Parts,Pressure_Vessel,Gas Filter,"Design Pressure : 5 Barg – 200 Barg Design Temperature Max. : 380 °C Dimensi :
Length : 300 mm – 12000 mm OD : 76 mm – 1500 mm
Material : Carbon Steel, Steinless Steel","- ASME SEC. VIII, DIV 1",,-,15 Unit / Tahun,Diberdayakan,3,Jawa Barat,Bekasi,PT_AIR_SURYA_RADIATOR_SKUPBB9186699249KECGP.PDF
2146,28808,PT AIR SURYA RADIATOR,Plant Elements and Parts,Pressure_Vessel,Separator,"Design Pressure : 5 Barg – 200 Barg Design Temperature Max. : 380 °C Dimensi :
Length : 300 mm – 12000 mm OD : 76 mm – 1500 mm
Material : Carbon Steel, Steinless Steel","- ASME SEC. VIII, DIV 1",,-,12 Unit / Tahun,Diberdayakan,3,Jawa Barat,Bekasi,PT_AIR_SURYA_RADIATOR_SKUPBB9186699249KECGP.PDF
2147,28809,PT AIR SURYA RADIATOR,Plant Elements and Parts,Pressure_Vessel,Scrubber,"Design Pressure : 5 Barg – 200 Barg Design Temperature Max. : 380 °C Dimensi :
Length : 300 mm – 12000 mm OD : 76 mm – 1500 mm
Material : Carbon Steel, Steinless Steel","- ASME SEC. VIII, DIV 1",,-,20 Unit / Tahun,Diberdayakan,3,Jawa Barat,Bekasi,PT_AIR_SURYA_RADIATOR_SKUPBB9186699249KECGP.PDF
2148,28810,PT AIR SURYA RADIATOR,Plant Elements and Parts,Pressure_Vessel,Air Receiver,"Design Pressure : 5 Barg – 200 Barg Design Temperature Max. : 380 °C Dimensi :
Length : 300 mm – 12000 mm OD : 76 mm – 1500 mm
Material : Carbon Steel, Steinless Steel","- ASME SEC. VIII, DIV 1",,-,80 Unit / Tahun,Diberdayakan,3,Jawa Barat,Bekasi,PT_AIR_SURYA_RADIATOR_SKUPBB9186699249KECGP.PDF
2149,28811,PT AIR SURYA RADIATOR,Plant Elements and Parts,Pressure_Vessel,Daerator,"Design Pressure : 5 Barg – 200 Barg Design Temperature Max. : 380 °C Dimensi :
Length : 300 mm – 12000 mm OD : 76 mm – 1500 mm
Material : Carbon Steel, Steinless Steel
","- ASME SEC. VIII, DIV 1",,-,20 Unit / Tahun,Diberdayakan,3,Jawa Barat,Bekasi,PT_AIR_SURYA_RADIATOR_SKUPBB9186699249KECGP.PDF
2150,28812,PT AIR SURYA RADIATOR,Plant Elements and Parts,Pressure_Vessel,High Pressure Heater,"Design Pressure : 5 Barg – 200 Barg Design Temperature Max. : 380 °C Dimensi :
Length : 300 mm – 12000 mm OD : 76 mm – 1500 mm
Material : Carbon Steel, Steinless Steel","- ASME SEC. VIII, DIV 1",,-,20 Unit / Tahun,Diberdayakan,3,Jawa Barat,Bekasi,PT_AIR_SURYA_RADIATOR_SKUPBB9186699249KECGP.PDF
2151,28813,PT AIR SURYA RADIATOR,Plant Elements and Parts,Pressure_Vessel,Low Pressure Heater,"Design Pressure : 5 Barg – 200 Barg Design Temperature Max. : 380 °C Dimensi :
Length : 300 mm – 12000 mm OD : 76 mm – 1500 mm
Material : Carbon Steel, Steinless Steel","- ASME SEC. VIII, DIV 1",,-,20 Unit / Tahun,Diberdayakan,3,Jawa Barat,Bekasi,PT_AIR_SURYA_RADIATOR_SKUPBB9186699249KECGP.PDF
2152,28814,PT AIR SURYA RADIATOR,Plant Elements and Parts,Pressure_Vessel,Pressure Vessel,"Design Pressure : 5 Barg – 200 Barg Design Temperature Max. : 380 °C Dimensi :
Length : 300 mm – 12000 mm OD : 76 mm – 1500 mm
Material : Carbon Steel, Steinless Steel","- ASME SEC. VIII, DIV 1",,-,75 Unit / Tahun,Diberdayakan,3,Jawa Barat,Bekasi,PT_AIR_SURYA_RADIATOR_SKUPBB9186699249KECGP.PDF
2153,28815,PT AIR SURYA RADIATOR,Plant Elements and Parts,Radiator,Radiator,"Material Tube : Copper. Brass, Allumunium, Copper Nickle Material Fin : Allumunium, Copper Design Pressure : 1 Barg – 5 Barg
Design Temperature : 50 ° C - 150 °C Header Tank : Carbon Steel, Stainless Steel
Dimension :
Length : 50 mm – 1200 mm Width : 50 mm – 3000 mm
Hight : 50 mm – 3000 mm",API 661,,-,300 Unit / Tahun,Diberdayakan,3,Jawa Barat,Bekasi,PT_AIR_SURYA_RADIATOR_SKUPBB9186699249KECGP.PDF
2154,28816,PT AIR SURYA RADIATOR,Plant Elements and Parts,Pressure_Vessel,Pressure Vessel,"Dimension : Length 4552 mm, ID 882 mm, x OD 914 mm,
Operating Flow : 30 MMSCFD; Design Pressure : 30 Barg; Design Temperatur : 70 Degc","- ASME SEC. VIII, DIV 1",,19.99%,80 Unit / Tahun,Diberdayakan,3,Jawa Barat,Bekasi,PT_AIR_SURYA_RADIATOR_SKUPBB9186699249KECGP.PDF
2155,28817,PT AIR SURYA RADIATOR,Plant Elements and Parts,Pressure_Vessel,Pressure Vessel,"Material : Carbon Steel, Stainless Steel
Type : Horizontal
Design Pressure : 76 Psig, Design Temperature : 2800 °C
Dimension : Length 8.454 mm x OD 3.684mm","- ASME SEC. VIII, DIV 1",,33.73%,75 Unit / Tahun,Dimaksimalkan,3,Jawa Barat,Bekasi,PT_AIR_SURYA_RADIATOR_SKUPBB9186699249KECGP.PDF
2156,28818,PT AIR SURYA RADIATOR,Plant Elements and Parts,Heat_Exchanger,Gas Cooler,"Material Fintube : High Finned Carbon Stell, Stainless Stell,
Material Header Box : Carbon Steel Design Pressure : 654 Psig, Design Temperature : 250 ° CDimension 2 712
mml x 572 mmw x 260 mmT","- ASME SEC. VIII, DIV 1",,35.21%,60 Unit / Tahun,Dimaksimalkan,3,Jawa Barat,Bekasi,PT_AIR_SURYA_RADIATOR_SKUPBB9186699249KECGP.PDF
2157,28819,PT AIR SURYA RADIATOR,Plant Elements and Parts,Heat_Exchanger,Air cooler / Intercooler,"Design Pressure : 15 Barg Design Temperature : Max. 300ºC Dimension :
Lenght : 640 mm Hight : 612 mm
Widht : 220 mm
","- ASME SEC. VIII, DIV 1",,31.38%,100 Unit / Tahun,Dimaksimalkan,3,Jawa Barat,Bekasi,PT_AIR_SURYA_RADIATOR_SKUPBB9186699249KECGP.PDF
2158,28820,PT AIR SURYA RADIATOR,Plant Elements and Parts,Heat_Exchanger,Oil Cooler,"Design Pressur : 25 Barg
Design Temperature : Max. 250ºC Dimension :
Length : 1485 mm OD : 114 mm","- ASME SEC. VIII, DIV 1",,26.25%,100 Unit / Tahun,Dimaksimalkan,3,Jawa Barat,Bekasi,PT_AIR_SURYA_RADIATOR_SKUPBB9186699249KECGP.PDF
2159,,PT GEMALA SARANAUPAYA,,,,,,,-,,,1,DKI Jakarta,Kota Jakarta Utara,PT._GEMALA_SARANAUPAYA_SKUPBB5968257125DVHWK.PDF
2160,28470,PT SEAMLESS PIPE INDONESIA JAYA,"Casing, Tubing, and Accessories",Casing,Casing Heat Treatment,"-Size : 4 1/2"" s/d 13 5/8""
-Grades :
Group 1 : N-80.1, N-80.Q., R95
Group 2 : M65, L-80.1, L-80 9Cr, L-80 13Cr,C90.1, C95, T-95.1, C110
Group 3 : P-110
Group 4 : Q-125.1
-Special Grades : ·Thermal Service : 55-TH, 80-TH
·Critical Service : 55-CS, 70-CS, 75-CS, 80-Cr3, 95-Cr3, 110-Cr3
·Low Temp : 55-LT, 80-LT, 95-LT, 110-LT, 125-LT
·Sour Service : 80-S, 90-S, 95-S
·Severe Sour Service : 80-SS, 90-SS, 95-SS, 100-SS, 110-SS, 125-SS
·High Collapse Service : 80-HC, 95-HC, 110-HC, 125-HC, 140-HC
·High Collapse+Sour Service : 80-HS, 95-HS, 100-HS, 110-HS
·Deep Well Sevice : 135-DW, 140-DW, 150-DW
·High Ductility : 45-HD, 60-HD, 70-HD
·Cr1%, Cr 3%, Cr13%, Super-Chrome, CRA 
-Material : Carbon Steel, Stainless Steel, Alloy Steel
-Size : 1/2"" - 13 5/8""
Connection : API Connection (STC, LTC, BTC, API Modified)
-PSL : PSL 1, PSL 2, PSL 3
-Lenght : R1, R2, R3
Heat Treated Carbon (API Connection); API Grade & Proprietary Grade Dia. 
",API 5 CT,5CT-0321,29.92%,167.000 MT/Thn,Diwajibkan,3,DKI Jakarta,Kota Jakarta Pusat,PT_SEAMLESS_PIPE_INDONESIA_JAYA_SKUPBB3848843040ZSYLO.PDF
2161,28471,PT SEAMLESS PIPE INDONESIA JAYA,"Casing, Tubing, and Accessories",Casing,Casing Heat Treatment,"Size : 4 1/2"" s/d 13 5/8""
Grade :
N-80
N-80 Q
R95
H-40
J-55
K-55
M65
L-80
L-80 9Cr
L-80 13Cr
C90
C95
T-95
C110
P-110
Q-125
-Proprietary Grade
TN 80S
TN 80SS
TN 905
TN 90SS
TN 95S
TN 95SS
TN100SS
TN 110SS
TN 125SS
R95-S
P110-S
TN 80HC
TN 95HC
TN 11HC
TN 12HC
TN 110HCY
TN 125HCY
L80-IC
N80-IC
P110-IC
Q125HC
P110-ICY
Q125ICY
TN80HS
TN 95HS
TN 100HS
TN 110HS
TN 135DW
TN 140DW
TN 150DW
TN 55CS
TN 70CS
TN 80Cr3
TN 95Cr3
TN 110Cr3
TN 55LT
TN 80LT
TN 95LT
TN 110LT
TN 125LT
TN 3HD
TN45HD
TN 60HD
TN 70HD
TN 55TH
TN 55TL
TN 80TH
TN 80TL
-Premium Connection :
TXP-BTC
TSH-MS Series
TSH-Blue Series
TSH-ER Series
TSH-SLX Series
TSH-3SB Series
TSH-MAC-II
TSH-HW
TSH-New HW
TSH Blue Thermal Liner Series
TSH-Blue Max
TSH-Blue Quick Seal
TSH-Blue Dock
TSH-Wedge Series
TSH PH4, PH6
CS 
SEC
Atlas Bradford Series
NJO
ANJO
FL4S
RTS
TC II/A
TC4S
Dopeless 
-PSL : PSL 1, PSL 2, PSL 3 
-Lenght : R1, R2, R3
Heat Treated Carbon (Premium Connection); API Grade & Proprietary Grade Dia. 
",API 5CT,5CT-0321,30.69%,167.000 MT/Thn,Diwajibkan,3,DKI Jakarta,Kota Jakarta Pusat,PT_SEAMLESS_PIPE_INDONESIA_JAYA_SKUPBB3848843040ZSYLO.PDF
2162,28472,PT SEAMLESS PIPE INDONESIA JAYA,"Casing, Tubing, and Accessories",Tubing,Tubing Heat Treatment,"-Size : 2 3/8"" s/d 5 1/2""

-Grades:
Group 1 : N-80.1, N-80.Q. , R95
Group 2 : M65, L-80.1, L-80 9Cr, L-80 13Cr, C90.1, C95, T-95.1, C110
Group 3 : P-110 
Group 4 : Q-125.1

-Special Grades :
·Thermal Service
·Critical Service : 80-Cr3, 95-Cr3, 110-Cr3
·Low Temp
·Sour Service : 80-S, 90-S, 95-S
·Severe Sour Service : 80-SS, 90-SS, 95-SS, 100-SS, 110-SS, 125-SS

-High Collapse Service : 80-HC, 95-HC, 110-HC, 125-HC, 140-HC

-High Collapse+Sour Service : 80-HS,95-HS, 100-HS, 110-HS
-Deep Well Service : 135-DW, 140-DW,150-DW

-High Ductility

-Cr1%, Cr 3%, Cr13%, Super-Chrome, CRA
Material

Material : Carbon Steel, Stainless Steel, Alloy Steel

Connection : API Connection (EUE8RD, NUE, Mod EUE, STC, LTC)

-PSL : PSL 1, PSL 2, PSL 3
-Lenght : R1, R2, R3

Heat Treated Carbon (API Connection); API Grade & Proprietary Grade Dia. 
",API 5CT,5CT-0321,26.23%,167.000 MT/Thn,Diwajibkan,3,DKI Jakarta,Kota Jakarta Pusat,PT_SEAMLESS_PIPE_INDONESIA_JAYA_SKUPBB3848843040ZSYLO.PDF
2163,28473,PT SEAMLESS PIPE INDONESIA JAYA,"Casing, Tubing, and Accessories",Tubing,Tubing Heat Treatment,"-Size : 2 3/8"" s/d 5 1/2""
Grade :
N-80
N-80 Q
R95
H-40
J-55
K-55
M65
L-80
L-80 9Cr
L-80 13Cr
C90
C95
T-95
C110
P-110
Q-125
-Proprietary Grade
TN 80S
TN 80SS
TN 905
TN 90SS
TN 95S
TN 95SS
TN100SS
TN 110SS
TN 125SS
R95-S
P110-S
TN 80HC
TN 95HC
TN 11HC
TN 12HC
TN 110HCY
TN 125HCY
L80-IC
N80-IC
P110-IC
Q125HC
P110-ICY
Q125ICY
TN80HS
TN 95HS
TN 100HS
TN 110HS
TN 135DW
TN 140DW
TN 150DW
TN 55CS
TN 70CS
TN 80Cr3
TN 95Cr3
TN 110Cr3
TN 55LT
TN 80LT
TN 95LT
TN 110LT
TN 125LT
TN 3HD
TN45HD
TN 60HD
TN 70HD
TN 55TH
TN 55TL
TN 80TH
TN 80TL
-Premium Connection :
TXP-BTC
TSH-MS Series
TSH-Blue Series
TSH-ER Series
TSH-SLX Series
TSH-3SB Series
TSH-MAC-II
TSH-HW
TSH-New HW
TSH Blue Thermal Liner Series
TSH-Blue Max
TSH-Blue Quick Seal
TSH-Blue Dock
TSH-Wedge Series
TSH PH4, PH6
CS 
SEC
Atlas Bradford Series
NJO
ANJO
FL4S
RTS
TC II/A
TC4S
Dopeless 
-PSL : PSL 1, PSL 2, PSL 3 
-Lenght : R1, R2, R3


- Heat Treated Carbon (Premium Connection); API Grade & Proprietary Grade Dia.
",API 5CT,5CT-0321,27.42%,167.000 MT/Thn,Diwajibkan,3,DKI Jakarta,Kota Jakarta Pusat,PT_SEAMLESS_PIPE_INDONESIA_JAYA_SKUPBB3848843040ZSYLO.PDF
2164,28474,PT SEAMLESS PIPE INDONESIA JAYA,"Casing, Tubing, and Accessories",Casing-Tubing_Accessories,Coupling Casing Heat Treatment,"-Size : 4 1/2"" s/d 13 5/8""

-Grade :
Group 1 : H-40, J-55, K-55, N-80.1, N-80.Q., R95
Group 2 : M65, L-80.1, L-80, 13Cr, C90.1, C95, T-95.1, C110
Group 3 : P-110
Group 4 : Q-125
-Material : Carbon Steel, Stainless Steel, Alloy Steel and Solid Bar

-Premium Conection :
TSH-MS Series
TSH-MS28 Series 
TSH Blue Series
TSH-ER Series
TSH SLX Series
TSH-3SB Series
TSHydril-Wedge 500 Series

TSH
Blue A
TSH- New 3SB
TSH Blue Thermal Liner Series
TSH Blue Near
Flush TSH
Blue Max

-TSH Blue
Quick Seal TSH Blue Dock Dopeless 

-PSL : PSL 1, PSL 2, PSL 3
-Lenght : R1, R2, R3

Heat Treated Carbon (Premium Connection); API Grade & Proprietary Grade Dia.
",API 5 CT,5CT-0321,30.61%,167.000 MT/Thn,Diwajibkan,3,DKI Jakarta,Kota Jakarta Pusat,PT_SEAMLESS_PIPE_INDONESIA_JAYA_SKUPBB3848843040ZSYLO.PDF
2165,28475,PT SEAMLESS PIPE INDONESIA JAYA,"Casing, Tubing, and Accessories",Casing-Tubing_Accessories,Flow Coupling Casing Heat Treatment,"-Size : 4 1/2"" s/d 13 5/8""

-Grade :
Group 1 : H-40, J-55, K-55, N-80.1, N-80.Q., R95
Group 2 : M65, L-80.1, L-80, 13Cr, C90.1, C95, T-95.1, C110
Group 3 : P-110
Group 4 : Q-125
-Material : Carbon Steel, Stainless Steel, Alloy Steel and Solid Bar

-Premium Conection :
TSH-MS Series
TSH-MS28 Series 
TSH Blue Series
TSH-ER Series
TSH SLX Series
TSH-3SB Series
TSHydril-Wedge 500 Series

TSH
Blue A
TSH- New 3SB
TSH Blue Thermal Liner Series
TSH Blue Near
Flush TSH
Blue Max

-TSH Blue
Quick Seal TSH Blue Dock Dopeless 

-PSL : PSL 1, PSL 2, PSL 3
-Lenght : R1, R2, R3

Heat Treated Carbon (Premium Connection);
API Grade & Proprietary Grade Dia.

",API 5CT,5CT-0321,30.61%,167.000 MT/Thn,Diwajibkan,3,DKI Jakarta,Kota Jakarta Pusat,PT_SEAMLESS_PIPE_INDONESIA_JAYA_SKUPBB3848843040ZSYLO.PDF
2166,28476,PT SEAMLESS PIPE INDONESIA JAYA,"Casing, Tubing, and Accessories",Casing-Tubing_Accessories,Coupling Casing Heat Treatment,"-Size : 4 1/2"" s/d 13 5/8"" ;

-Grade :
Group 1 : H-40, J-55, K-55, N-80.1, N-80.Q., R95
Group 2 : M65, L-80.1, L-80, 13Cr, C90.1, C95, 
T-95.1, C110
Group 3 : P-110
Group 4 : Q-125 ;

-Spesial Grades : Cr 22%-28% ;

-Material : Carbon Steel, Stainless Steel, Alloy Steel and Solid Bar ;

Connection : 
API Connection (EUE8RD, NUE, Mod EUE, STC, LTC, BTC, API Modified)

-PSL : PSL 1, PSL 2, PSL 3
-Lenght : R1, R2, R3

Heat Treated Carbon (API Connection);
API Grade & Proprietary Grade Dia.
",API 5CT ,5CT-0321,31.94%,167.000 MT/Thn,Diwajibkan,3,DKI Jakarta,Kota Jakarta Pusat,PT_SEAMLESS_PIPE_INDONESIA_JAYA_SKUPBB3848843040ZSYLO.PDF
2167,28477,PT SEAMLESS PIPE INDONESIA JAYA,"Casing, Tubing, and Accessories",Casing-Tubing_Accessories,Flow Coupling Casing Heat Treatment,"-Size 4 1/2"" s/d 13 5/8"" ; 

-Grade
Group 1 : H-40, J-55, K-55, N-80.1, N-80.Q., R95
Group 2 : M65, L-80.1, L-80, 13Cr, C90.1, C95, 
T-95.1, C110
Group 3 : P-110
Group 4 : Q-125 ;

-Spesial Grades : Cr 22%-28% ;

Material : Carbon Steel, Stainless Steel, Alloy Steel

Connection : 
API Connection (EUE8RD, NUE, Mod EUE, STC, LTC, BTC, API Modified)

-PSL : PSL 1, PSL 2, PSL 3
-Lenght : R1, R2, R3

Heat Treated Carbon (API Connection); API Grade & Proprietary Grade Dia.
",API 5CT,5CT-0321 ,31.94%,167.000 MT/Thn,Diwajibkan,3,DKI Jakarta,Kota Jakarta Pusat,PT_SEAMLESS_PIPE_INDONESIA_JAYA_SKUPBB3848843040ZSYLO.PDF
2168,28478,PT SEAMLESS PIPE INDONESIA JAYA,"Casing, Tubing, and Accessories",Casing-Tubing_Accessories,Coupling Tubing Heat Treatment,"-Size : 2 3/8"" s/d 5 1/2""

-Grade :
Group 1 : H-40, J-55, K-55, N-80.1, N-80.Q., R95
Group 2 : M65, L-80.1, L-80, 13Cr, C90.1, C95, T-95.1, C110
Group 3 : P-110
Group 4 : Q-125
-Material : Carbon Steel, Stainless Steel, Alloy Steel and Solid Bar

-Premium Conection :
TSH-MS Series
TSH-MS28 Series 
TSH Blue Series
TSH-ER Series
TSH SLX Series
TSH-3SB Series
TSHydril-Wedge 500 Series

TSH
Blue A
TSH- New 3SB
TSH Blue Thermal Liner Series
TSH Blue Near
Flush TSH
Blue Max

-TSH Blue
Quick Seal TSH Blue Dock Dopeless 

-PSL : PSL 1, PSL 2, PSL 3
-Lenght : R1, R2, R3

Heat Treated Carbon (Premium
Connection); API Grade & Proprietary
Grade Dia. 
",API 5CT,5CT-0321	,29.35%,167.000 MT/Thn,Diwajibkan,3,DKI Jakarta,Kota Jakarta Pusat,PT_SEAMLESS_PIPE_INDONESIA_JAYA_SKUPBB3848843040ZSYLO.PDF
2169,28479,PT SEAMLESS PIPE INDONESIA JAYA,"Casing, Tubing, and Accessories",Casing-Tubing_Accessories,Flow Coupling Tubing Heat Treatment,"-Size : 2 3/8"" s/d 5 1/2""

-Grade :
Group 1 : H-40, J-55, K-55, N-80.1, N-80.Q., R95
Group 2 : M65, L-80.1, L-80, 13Cr, C90.1, C95, T-95.1, C110
Group 3 : P-110
Group 4 : Q-125
-Material : Carbon Steel, Stainless Steel, Alloy Steel and Solid Bar

-Premium Conection :
TSH-MS Series
TSH-MS28 Series 
TSH Blue Series
TSH-ER Series
TSH SLX Series
TSH-3SB Series
TSHydril-Wedge 500 Series

TSH
Blue A
TSH- New 3SB
TSH Blue Thermal Liner Series
TSH Blue Near
Flush TSH
Blue Max

-TSH Blue
Quick Seal TSH Blue Dock Dopeless 

-PSL : PSL 1, PSL 2, PSL 3
-Lenght : R1, R2, R3

Heat Treated Carbon (Premium
Connection); API Grade & Proprietary
Grade Dia. 
",API 5CT,5CT-0321	,29.35%,167.000 MT/Thn,Diwajibkan,3,DKI Jakarta,Kota Jakarta Pusat,PT_SEAMLESS_PIPE_INDONESIA_JAYA_SKUPBB3848843040ZSYLO.PDF
2170,28480,PT SEAMLESS PIPE INDONESIA JAYA,"Casing, Tubing, and Accessories",Casing-Tubing_Accessories,Coupling Tubing Heat Treatment,"-Size : 2 3/8"" s/d 5 1/2""

-Grade :
Group 1 : H-40, J-55, K-55, N-80.1, N-80.Q., R95
Group 2 : M65, L-80.1, L-80, 13Cr, C90.1, C95, 
T-95.1, C110
Group 3 : P-110
Group 4 : Q-125 ;

-Spesial Grades : Cr 22%-28% ;

Material : Carbon Steel, Stainless Steel, Alloy Steel

Connection : 
API Connection (EUE8RD, NUE, Mod EUE, STC, LTC, BTC, API Modified)

-PSL : PSL 1, PSL 2, PSL 3
-Lenght : R1, R2, R3

Heat Treated Carbon (API Connection);
API Grade & Proprietary Grade Dia. 
",API 5CT,5CT-0321,33.33%,167.000 MT/Thn,Diwajibkan,3,DKI Jakarta,Kota Jakarta Pusat,PT_SEAMLESS_PIPE_INDONESIA_JAYA_SKUPBB3848843040ZSYLO.PDF
2171,28481,PT SEAMLESS PIPE INDONESIA JAYA,"Casing, Tubing, and Accessories",Casing-Tubing_Accessories,Flow Coupling Tubing Heat Treatment,"-Size : 2 3/8"" s/d 5 1/2""

-Grade :
Group 1 : H-40, J-55, K-55, N-80.1, N-80.Q., R95
Group 2 : M65, L-80.1, L-80, 13Cr, C90.1, C95, 
T-95.1, C110
Group 3 : P-110
Group 4 : Q-125 ;

-Spesial Grades : Cr 22%-28% ;

Material : Carbon Steel, Stainless Steel, Alloy Steel

Connection : 
API Connection (EUE8RD, NUE, Mod EUE, STC, LTC, BTC, API Modified)

-PSL : PSL 1, PSL 2, PSL 3
-Lenght : R1, R2, R3
Heat Treated Carbon (API Connection);
API Grade & Proprietary Grade Dia. 
",API 5CT,5CT-0321,33.33%,167.000 MT/Thn,Diwajibkan,3,DKI Jakarta,Kota Jakarta Pusat,PT_SEAMLESS_PIPE_INDONESIA_JAYA_SKUPBB3848843040ZSYLO.PDF
2172,28482,PT SEAMLESS PIPE INDONESIA JAYA,"Casing, Tubing, and Accessories",Casing-Tubing_Accessories,Cross Over Casing Heat Treatment,"-Size : 4 1/2"" s/d 13 5/8""

-Grade :
Group 1 : H-40, J-55, K-55, N-80.1, N-80.Q., R95
Group 2 : M65, L-80.1, L-80, 13Cr, C90.1, C95, T-95.1, C110
Group 3 : P-110
Group 4 : Q-125
-Material : Carbon Steel, Stainless Steel, Alloy Steel and Solid Bar

API Conection : EUE8RD, NUE, Mod EUE, STC, LTC, BTC, API Modified

-Premium Conection :
TSH-MS Series
TSH-MS28 Series 
TSH Blue Series
TSH-ER Series
TSH SLX Series
TSH-3SB Series
TSHydril-Wedge 500 Series

TSH
Blue A
TSH- New 3SB
TSH Blue Thermal Liner Series
TSH Blue Near
Flush TSH
Blue Max

-TSH Blue
Quick Seal TSH Blue Dock Dopeless

-PSL : PSL 1, PSL 2, PSL 3
-Lenght : R1, R2, R3
Heat Treated Carbon (API and/or
Premium Connection); API Grade & Proprietary Grade Dia. 
",API 5CT,5CT-0321,29.54%,167.000 MT/Thn,Diwajibkan,3,DKI Jakarta,Kota Jakarta Pusat,PT_SEAMLESS_PIPE_INDONESIA_JAYA_SKUPBB3848843040ZSYLO.PDF
2173,28483,PT SEAMLESS PIPE INDONESIA JAYA,"Casing, Tubing, and Accessories",Casing-Tubing_Accessories,Cross Over Tubing Heat Treatment,"-Size : 2 3/8"" s/d 5 1/2""

-Grade :
Group 1 : H-40, J-55, K-55, N-80.1, N-80.Q., R95
Group 2 : M65, L-80.1, L-80, 13Cr, C90.1, C95, T-95.1, C110
Group 3 : P-110
Group 4 : Q-125
-Material : Carbon Steel, Stainless Steel, Alloy Steel and Solid Bar

API Conection : EUE8RD, NUE, Mod EUE, STC, LTC, BTC, API Modified

-Premium Conection :
TSH-MS Series
TSH-MS28 Series 
TSH Blue Series
TSH-ER Series
TSH SLX Series
TSH-3SB Series
TSHydril-Wedge 500 Series

TSH
Blue A
TSH- New 3SB
TSH Blue Thermal Liner Series
TSH Blue Near
Flush TSH
Blue Max

-TSH Blue
Quick Seal TSH Blue Dock Dopeless 

-PSL : PSL 1, PSL 2, PSL 3
-Lenght : R1, R2, R3
Heat Treated Carbon (API and/or
Premium Connection); API Grade &
Proprietary Grade Dia. 
",API 5CT,5CT-0321,29.13%,167.000 Mt/Thn,Diwajibkan,3,DKI Jakarta,Kota Jakarta Pusat,PT_SEAMLESS_PIPE_INDONESIA_JAYA_SKUPBB3848843040ZSYLO.PDF
2174,28484,PT SEAMLESS PIPE INDONESIA JAYA,"Casing, Tubing, and Accessories",Casing,Casing Non Heat Treatment,"-Size : 4 1/2"" s/d 13 5/8”

-Grade :
Group 1 : H-40, J-55, K-55

-Special Grades : Cr 22%-28%,
Material : Carbon Steel, Stainless Steel, Alloy Steel

-API : STC, LTC, BTC, API Modified

-PSL : PSL 1, PSL 2, PSL 3
-Lenght : R1, R2, R3
Non Heat Treated Carbon (API
Connection); API Grade & Proprietary
Grade Dia. 
",API 5CT,5CT-0321,17.44%,167.000 MT/Thn,Diberdayakan,3,DKI Jakarta,Kota Jakarta Pusat,PT_SEAMLESS_PIPE_INDONESIA_JAYA_SKUPBB3848843040ZSYLO.PDF
